Epsilon,gcn_mean,gcn_std,mlp_mean,mlp_std,mmlp_nl1_mean,mmlp_nl1_std,mmlp_nl2_mean,mmlp_nl2_std
0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0
1.0,0.5,0.0,-1,-1,0.5,0.0,0.5,0.0
2.0,0.5,0.0,-1,-1,0.5,0.0,0.5,0.0
3.0,0.51,0.0,-1,-1,0.5,0.0,0.5,0.0
4.0,0.53,0.0,-1,-1,0.5,0.0,0.5,0.0
5.0,0.59,0.0,-1,-1,0.5,0.0,0.5,0.0
6.0,0.69,0.01,-1,-1,0.5,0.0,0.5,0.0
7.0,0.82,0.01,-1,-1,0.5,0.0,0.5,0.0
8.0,0.9,0.0,-1,-1,0.5,0.0,0.5,0.0
9.0,0.95,0.0,-1,-1,0.5,0.0,0.5,0.0
10.0,0.97,0.0,-1,-1,0.5,0.0,0.5,0.0
